StateName,StateFIPS,PumaState,PUMA,Counties Within PUMA,uninsured_total,uninsured_percent,Foodstamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,%_EducatedPersons
Illinois,17,1703304,3304,LakeCounty(part),8622,8.3,1550,561,950,2055,4,155,4829,3793,2192,2459,274,5543,51,234,9,87,7192,2278,5312,132,1824,6333,1399,13261.609835305035
Illinois,17,1703305,3305,LakeCounty(part),4910,5.1,368,171,305,1570,278,786,2995,1915,2933,173,9,317,,625,367,,3777,367,351,141,393,3593,143,14107.148676171078
Illinois,17,1703401,3401,CookCounty(part),6858,6.4,1309,1266,1116,1641,2663,172,3151,377,1222,3134,227,3563,6,392,276,47,537,787,417,192,774,5433,902,19206.080489938755
Illinois,17,1703402,3402,CookCounty(part),22210,11.0,3203,1829,2906,5732,7234,458,1126,114,8779,7324,7967,734,2599,4496,113,974,16676,4741,13763,375,10311,11039,6393,37561.9675821702
Illinois,17,1703403,3403,CookCounty(part),23980,11.6,3226,1267,2588,4807,9964,5354,12328,11652,1873,6961,4625,14342,687,311,933,1487,17919,2937,14265,6778,8230,13405,3571,677859.4870725605
Illinois,17,1703404,3404,CookCounty(part),27363,15.5,1955,2286,4082,5854,11142,3999,14394,1297,9992,879,383,1835,376,5465,134,1457,193,2925,15484,8955,3409,20480,1722,895556.5873624968
Illinois,17,1703405,3405,CookCounty(part),20819,10.9,4444,1031,3437,3333,973,3289,11323,9496,816,3971,2849,9711,3996,417,94,1878,12288,3292,12195,5332,3850,13510,2029,533258.5763004947
Illinois,17,1703406,3406,CookCounty(part),17522,18.5,1474,530,3745,4285,6944,218,969,8453,7374,5832,596,11187,,937,31,632,13829,2443,1343,236,3065,11895,1595,23607.664650154093
Illinois,17,1703407,3407,CookCounty(part),24252,15.8,7875,2477,4518,6695,7691,2871,13812,144,5351,7378,8971,4811,1216,255,,2511,157,599,17188,1965,1456,20729,3523,196570.87250536037
Illinois,17,1703408,3408,CookCounty(part),19578,11.9,3837,1425,2772,5074,75,3256,11155,8423,6314,5716,13918,3447,1919,22,74,1534,13318,6146,12532,899,4775,12588,6835,89964.01062416998
Illinois,17,1703409,3409,CookCounty(part),18102,14.1,4561,1629,2878,4318,7214,264,1511,7591,631,624,588,1656,1181,372,85,285,13184,3594,12811,1697,2761,14143,1271,169770.77118550436
Illinois,17,1703410,3410,CookCounty(part),15646,10.6,3552,1462,3640,3925,4971,1649,841,765,3896,483,1642,1125,729,54,1485,325,1283,1819,951,4327,1734,13527,405,432706.07823085773
Illinois,17,1703411,3411,CookCounty(part),17775,12.3,2486,1814,2987,4340,6933,172,11177,6599,3871,5779,2776,9836,5163,,,996,1296,4189,12712,874,613,16433,611,87471.51617440225
Illinois,17,1703412,3412,CookCounty(part),11401,12.1,2355,718,2683,3339,3425,1236,7185,4216,3382,2376,21,423,439,377,511,134,7374,21,7669,1632,1161,9915,1279,163267.2660292957
Illinois,17,1703413,3413,CookCounty(part),27074,18.7,8551,2403,3988,8064,9439,3181,14481,12593,4727,61,2174,2343,21633,372,339,252,14995,4281,21522,1271,534,26293,503,127179.49324074757
Illinois,17,1703414,3414,CookCounty(part),23463,16.1,7210,2891,4556,4435,9122,2458,14119,9345,4233,753,3347,4952,15115,49,,223,14294,3848,1634,3581,101,23134,329,358106.96415633126
Illinois,17,1703501,3501,CookCounty(part),24881,17.8,6836,1168,5617,6616,8159,3321,14445,1436,439,3655,5127,8272,7427,2587,1467,2593,16865,4188,1492,66,2657,20610,2535,6605.996543547285
Illinois,17,1703502,3502,CookCounty(part),10198,6.7,608,108,3112,4235,2153,59,636,3838,353,62,433,8769,535,27,254,725,7528,167,439,5992,243,9955,243,599204.3047656403
Illinois,17,1703503,3503,CookCounty(part),20930,17.4,4892,365,2947,4776,8926,3915,1667,1263,8264,4645,4236,8841,1761,5391,7,136,1642,3747,9669,7514,3520,14884,2659,751446.1968466317
Illinois,17,1703504,3504,CookCounty(part),28221,23.5,4618,2960,4555,6577,1878,3251,1773,11147,74,1484,14743,8945,426,3552,555,3745,22784,669,17341,427,4994,19858,5466,42761.447149285996
Illinois,17,1703505,3505,CookCounty(part),18928,17.4,1031,3440,2657,4546,5442,2843,9695,9233,5789,662,2376,1548,39,98,124,794,14148,2292,1293,376,3463,13206,267,37606.83114961961
Illinois,17,1703506,3506,CookCounty(part),28662,22.6,8447,2491,5556,6093,994,4617,1747,11192,9388,8126,17528,911,74,547,737,927,2175,8235,17141,3287,9856,17496,7451,328759.8039215686
Illinois,17,1703507,3507,CookCounty(part),22421,27.6,11635,2601,3948,4376,9297,2199,1721,117,3571,684,1583,243,2314,18,,231,11833,4625,16698,198,122,21818,603,19874.47482271085
Illinois,17,1703508,3508,CookCounty(part),23655,20.3,14138,1346,6295,5947,8164,193,14763,8892,2336,4372,4172,1149,18266,22,46,1637,1593,5111,1741,153,1011,22301,1332,15307.359966180511
Illinois,17,1703509,3509,CookCounty(part),37662,18.2,6268,2014,8506,11085,11954,412,2775,16887,896,7528,22852,11889,278,665,178,189,29171,883,19836,8996,10292,23517,13276,899652.6684722
Illinois,17,1703510,3510,CookCounty(part),13112,8.3,2712,965,2940,3535,429,1643,7722,539,2352,1755,144,4184,5686,1866,332,1285,8771,121,5879,623,345,12409,117,62344.83679072605
Illinois,17,1703511,3511,CookCounty(part),23524,24.8,5600,2097,6175,5851,7441,196,157,7824,625,6912,1974,1263,263,262,197,1898,16859,9347,12528,165,6922,14063,9244,16553.256248937258
Illinois,17,1703512,3512,CookCounty(part),31984,23.3,9087,2578,7123,5641,11775,4866,18386,13598,9482,9743,15627,565,4971,577,31,1479,2275,898,19832,3172,8884,20535,6851,317262.0060030015
Illinois,17,1703513,3513,CookCounty(part),35370,19.9,7624,3440,7872,9132,1172,3854,235,15335,1249,11323,261,4296,8582,189,,1241,25886,9777,21697,3896,5373,25240,9066,389661.3429459994
Illinois,17,1703514,3514,CookCounty(part),13943,15.1,5063,1170,1891,4135,4885,1862,6977,6967,2527,3666,446,1186,11696,124,491,1367,8699,255,7983,3455,652,13125,288,345557.2545363265
Illinois,17,1703515,3515,CookCounty(part),34991,27.1,14636,2051,7695,5437,15668,414,1976,15915,3981,7266,191,42,3397,18,1283,439,2423,4286,2651,4195,134,34398,286,419507.57623388874
Illinois,17,1703516,3516,CookCounty(part),27075,24.2,12975,896,5950,4726,1884,462,13673,1342,39,5675,227,,26771,78,,3195,12188,523,234,1811,147,26772,8,181100.864265928
Illinois,17,1703517,3517,CookCounty(part),11994,13.0,4316,925,2812,2724,4491,141,613,5864,1912,466,3554,2274,6166,,,732,6548,1988,712,2886,808,10518,1476,288605.93630148406
Illinois,17,1703519,3519,CookCounty(part),16367,19.3,6179,1200,3695,2972,6757,1743,7875,8491,372,3394,5142,1562,9589,,73,923,1682,3943,121,2223,1278,14624,1663,222300.73929247877
Indiana,18,1800201,201,LakeCounty(part),21501,21.8,6338,3112,2934,5381,8516,1558,173,1798,5122,8394,8185,6122,6663,176,132,2376,13495,4646,14144,2711,1918,18746,2401,271165.7829868378
Indiana,18,1800202,202,LakeCounty(part),21112,14.6,5594,2422,3520,4621,794,2646,157,1543,5245,6695,213,12386,69,58,476,2445,14737,2573,16549,199,367,20473,363,19978.386699507388
Indiana,18,1800300,300,PorterCounty,19564,13.5,3755,1052,3646,5375,6827,2664,9113,1451,3783,4765,268,16519,54,,221,1641,14448,1589,15757,2218,200,19177,175,221880.54078920468
Indiana,18,1800400,400,LaPorteCounty,20503,21.6,2426,1101,5136,5331,6865,271,14613,589,3582,411,1768,13954,4587,,183,1544,1767,3391,16238,874,197,20401,103,87479.19816612203
Indiana,18,1800500,500,StJosephCounty(part),17600,20.6,6108,2121,2933,3050,6958,2538,9411,8189,3633,5439,496,9263,3932,114,194,239,1288,279,13488,1322,443,16891,595,132276.63636363635
Indiana,18,1800600,600,StJosephCounty(part),20264,14.2,4921,3562,3534,3732,7315,2122,1178,187,6164,924,1975,1663,947,183,382,1381,15476,3689,13289,3286,1709,19615,197,328665.57935254637
Indiana,18,1800700,700,ElkhartCounty,32833,19.4,8210,6495,6206,6360,1337,3435,1631,16523,11341,14935,365,2559,3447,48,569,2658,249,12394,1996,533,2582,29126,2420,53306.07924953553
Indiana,18,1800800,800,NobleCountyDeKalbCountyLaGrangeCountySteubenCounty,33718,24.3,6446,8863,5187,5547,9995,4127,17281,16436,1514,17944,924,3944,23,38,1152,288,2916,14293,18757,668,2891,29905,618,66855.62904086839
Indiana,18,1800900,900,AllenCounty(part),38828,22.6,12304,8270,6025,9339,11786,349,2521,1838,8224,16884,5572,22546,939,367,98,383,2799,6514,27869,4445,1448,36851,1743,444571.77552281856
Indiana,18,1801000,1000,AllenCounty(part),13407,9.6,1682,2096,3077,3307,3913,115,7495,5913,4416,5467,939,11326,534,22,512,736,9767,2586,9474,1348,94,12925,364,134870.6645782054
Indiana,18,1801200,1200,KosciuskoCountyMarshallCounty,20332,19.2,2531,4926,2260,5406,4868,2871,11336,8995,7979,1,253,17599,339,34,37,2234,16958,552,12558,2253,970,18725,924,225361.76470588235
Indiana,18,1801300,1300,JasperCountyStarkeCountyFultonCountyNewtonCountyPulaskiCounty,13479,15.9,2977,1526,2197,1709,684,1963,6361,7118,5122,5372,751,1271,18,,,2199,1146,2141,112,1236,264,13280,199,123600.83092217524
Indiana,18,1801400,1400,MontgomeryCountyWhiteCountyCarrollCountyFountainCountyBentonCountyWarrenCounty,14615,14.6,4632,2274,2696,2988,485,1852,7335,728,4578,6115,117,13261,14,,17,1964,1327,399,9723,983,258,14072,543,98366.52754019843
Indiana,18,1801500,1500,CassCountyMiamiCountyWabashCounty,19533,22.1,4685,3439,3213,3609,6573,2699,11338,8194,4893,575,2295,15258,664,185,128,2861,13224,646,12486,1,1887,18243,995,163.9225925357088
Indiana,18,1801600,1600,GrantCountyJayCountyBlackfordCounty,15160,17.6,3717,1517,3086,3127,5551,1879,7444,7715,3545,5342,264,13459,963,,474,1314,1642,2563,11935,662,68,15076,84,66278.72691292876
Indiana,18,1801800,1800,TippecanoeCountyClintonCounty,26388,14.4,5948,3782,5871,6812,7756,2167,1342,12968,667,9381,319,19965,294,149,145,357,233,4999,19652,1737,2390,24480,1380,173774.47324541459
Indiana,18,1801901,1901,HamiltonCounty(part),16784,11.1,3453,3235,4200,1925,6681,742,7393,9391,4434,8549,511,15789,36,337,11,1978,13912,2679,115,264,439,16482,47,26400.68517635844
Indiana,18,1802001,2001,MadisonCounty(part),24449,23.4,7234,4579,4098,4330,9484,1958,15888,8561,4688,859,1966,17574,2776,238,1895,4284,12934,4815,1857,1577,516,24080,131,157707.59540267495
Indiana,18,1802002,2002,MadisonCounty(part),14564,14.1,3730,1418,2492,2288,6524,1842,521,9363,3684,4753,296,14157,,111,,242,1736,2944,126,136,232,14332,232,13600.865146937653
Indiana,18,1802200,2200,WayneCountyHenryCountyRandolphCounty,26821,22.7,6453,4183,3639,4911,1126,2828,16386,1435,7153,198,657,2487,917,7,1153,3812,1851,537,2265,1518,609,25931,505,151808.4448752843
Indiana,18,1802301,2301,MarionCounty(part),11974,11.5,2804,2037,1757,1947,476,1474,7232,4742,2138,3371,3166,4899,315,,523,633,9759,471,5725,2178,2227,10462,1512,217847.8119258393
Indiana,18,1802302,2302,MarionCounty(part),10468,12.1,1956,1186,2219,2292,3536,1236,5272,5197,1129,3139,341,6582,3467,79,,1282,7664,974,7582,1912,165,10322,97,191272.43026366067
Indiana,18,1802303,2303,MarionCounty(part),17342,18.4,2492,2970,3048,4515,4947,1862,9981,736,5192,6331,3728,3989,897,353,1175,393,13118,1791,1311,2449,1784,15263,1936,244907.5596816976
Indiana,18,1802304,2304,MarionCounty(part),25903,22.1,5906,2903,5400,6561,9851,1188,14893,111,654,7961,3718,13872,8313,,,248,2183,5738,18589,1576,1555,23708,2177,157671.76388835273
Indiana,18,1802305,2305,MarionCounty(part),31482,24.3,11220,3331,5024,7907,12427,2793,17225,14256,4976,9234,138,166,1312,45,826,4538,2516,6681,21866,2935,872,30620,817,293569.4555619084
Indiana,18,1802306,2306,MarionCounty(part),22838,16.6,7895,5925,3046,4786,6974,217,11388,1145,6691,13427,1974,13196,622,17,1278,2594,19437,4152,16895,1791,1984,20911,788,179173.97758122426
Indiana,18,1802307,2307,MarionCounty(part),19653,15.8,3524,5191,3445,3783,5656,1578,821,11444,4437,899,1332,16564,612,363,783,219,15159,2252,17237,164,1331,18104,1111,16487.706711443545
Indiana,18,1802400,2400,JohnsonCounty,13886,11.3,4203,2056,2110,3668,5396,656,8352,5534,6124,6466,138,11472,84,84,218,137,1668,1895,184,197,454,12992,89,19701.32507561573
Indiana,18,1802500,2500,HendricksCountyMorganCounty,23762,12.5,4476,3103,2851,6459,967,1678,14357,945,71,819,677,2128,1637,684,636,313,16116,4351,153,4111,514,23397,222,411100.64388519485
Indiana,18,1802600,2600,PutnamCountyGreeneCountyOwenCountyParkeCounty,16599,18.2,4471,2076,3050,3801,5995,1676,973,6869,4412,5783,29,15192,185,38,74,212,1446,4297,1243,259,135,16464,97,25907.48840291584
Indiana,18,1802700,2700,VigoCountyClayCountyVermillionCounty,25690,20.0,6715,1949,4119,5962,1157,263,1582,167,6325,5942,412,2197,3786,815,359,4196,15939,586,19371,1233,1134,24535,197,123375.40288049825
Indiana,18,1802800,2800,KnoxCountyDaviessCountySullivanCountyMartinCounty,18057,20.7,3052,4307,3604,3090,4869,2187,9217,8839,559,7865,41,16532,824,231,11,677,12939,543,12131,496,231,16966,247,49667.181702386886
Indiana,18,1802900,2900,MonroeCounty,14692,11.8,3242,998,5615,3696,3388,995,826,6432,3597,2531,287,12121,717,488,179,1725,797,331,197,1286,178,14494,47,128601.3408657773
Indiana,18,1803000,3000,BartholomewCountyJacksonCountyBrownCounty,16711,14.6,5551,3710,5002,2374,4239,1386,9136,7575,4821,7651,3352,12692,42,19,75,1423,11392,417,12252,441,666,16265,256,44173.316976841605
Indiana,18,1803200,3200,DearbornCountyJeffersonCountyRipleyCountySwitzerlandCountyOhioCounty,16247,15.1,3040,2502,2634,3696,614,141,9229,718,4944,627,38,15374,541,242,52,1594,12674,334,1215,793,211,16012,53,79307.47830368683
Indiana,18,1803400,3400,FloydCountyHarrisonCounty,15869,16.1,3973,1737,4518,3507,4118,1988,7651,8218,3154,5526,223,14425,818,25,377,1725,1275,3315,11668,886,106,15741,106,88673.5270023316
Indiana,18,1803700,3700,VanderburghCounty(part),14831,15.2,4579,1156,2594,3355,6155,1572,761,723,2564,3217,372,1416,3435,,68,1759,1672,3892,971,1229,407,14504,277,122906.54709729619
Iowa,19,1900100,100,SiouxCountyBuenaVistaCountyClayCountyDickinsonCountyOBrienCountyLyonCountyEmmetCountyPaloAltoCountyOsceolaCounty,12010,10.7,1649,2012,1739,2897,4145,1218,687,514,419,5752,1291,1199,4,516,,1366,1584,1892,9193,925,1030,10653,926,92576.54454621149
Iowa,19,1900200,200,CerroGordoCountyKossuthCountyFloydCountyHancockCountyWinnebagoCountyMitchellCountyFranklinCountyWorthCounty,11781,11.3,3154,1375,2060,3097,3711,1537,5711,67,3282,54,465,1715,,,51,738,958,1845,9221,715,65,11362,65,71578.27009591715
Iowa,19,1900300,300,BremerCountyFayetteCountyWinneshiekCountyBuchananCountyClaytonCountyButlerCountyAllamakeeCountyChickasawCountyGrundyCountyHowardCounty,14950,10.9,2731,3287,2309,2418,525,1912,7731,7219,4795,722,517,1397,3,,163,117,1265,2933,1141,976,49,14878,72,97607.63210702341
Iowa,19,1900400,400,BlackHawkCounty,11759,10.4,5127,1156,3886,2705,2829,1183,6431,5329,1356,298,729,8739,192,,389,168,9891,1833,9282,644,422,10980,389,64478.935283612554
Iowa,19,1900500,500,DubuqueCountyClintonCountyJacksonCountyDelawareCountyCedarCounty,18011,10.8,5812,1164,3540,3908,7287,2111,9759,8251,481,4817,24,16464,394,,463,136,15314,213,14875,1123,86,17811,135,112382.58841818888
Iowa,19,1900600,600,MarshallCountyBentonCountyWashingtonCountyJonesCountyPoweshiekCountyHardinCountyTamaCountyIowaCounty,15966,10.9,3738,3199,2613,2296,653,185,9185,6781,4875,658,631,13769,147,,228,1385,12813,2472,1297,524,249,15623,343,52408.123512463986
Iowa,19,1900700,700,JohnsonCounty,9095,7.6,2458,1944,2090,1809,287,382,4136,496,1771,3946,411,7624,635,425,,336,3999,1847,5892,1357,2708,7388,212,135764.7828477185
Iowa,19,1900800,800,LinnCounty,16428,8.9,4718,2418,4735,2713,419,2453,6268,116,2688,649,853,13281,1551,635,18,2311,12728,271,11768,259,211,16228,200,25971.63379595812
Iowa,19,1900900,900,WebsterCountyHamiltonCountyWrightCountyCalhounCountyHumboldtCountyPocahontasCounty,10657,14.7,4346,434,2608,3053,3724,837,6639,418,3362,2283,89,8968,511,145,24,1834,757,2453,7811,393,223,10421,220,39373.29454818429
Iowa,19,1901000,1000,PlymouthCountyCarrollCountyCrawfordCountyCherokeeCountySacCountyGuthrieCountyGreeneCountyMononaCountyIdaCountyAudubonCounty,8075,8.0,2532,858,842,1606,3553,1216,488,3986,2359,2538,23,7572,9,22,264,642,6883,15,6269,35,203,7872,203,3577.634674922601
Iowa,19,1901100,1100,WoodburyCounty,8505,9.7,2723,630,1803,2336,3338,399,4732,3773,162,2345,196,6138,553,35,218,798,631,782,6343,138,592,7677,523,13874.579659024104
Iowa,19,1901200,1200,PottawattamieCountyPageCountyHarrisonCountyCassCountyMillsCountyShelbyCountyMontgomeryCountyFremontCounty,17942,11.8,5151,1875,4023,3789,5615,2641,167,7335,477,575,87,15661,177,279,55,2514,11879,293,13548,1464,32,17919,23,146475.50997659122
Iowa,19,1901300,1300,WapelloCountyMahaskaCountyJeffersonCountyAppanooseCountyUnionCountyKeokukCountyLucasCountyClarkeCountyDecaturCountyDavisCountyAdairCountyMonroeCountyVanBurenCountyTaylorCountyWayneCountyRinggoldCou,20115,13.0,6130,3610,3584,3821,6881,2219,159,156,5521,8748,73,17649,44,786,45,1748,14916,4844,13595,1676,2050,18311,45,167667.58637832463
Iowa,19,1901400,1400,PolkCounty(part),18391,10.3,5587,2511,2730,5179,6923,147,132,8359,3379,5877,54,1153,1536,317,445,141,14242,5462,11657,1271,2026,16092,2095,127163.38426404221
Iowa,19,1901500,1500,PolkCounty(part),11737,5.7,1909,815,1558,3356,5452,556,8156,358,3371,4714,184,953,396,,,1715,169,434,963,1699,418,11283,441,169908.20482235664
Iowa,19,1901600,1600,StoryCountyDallasCountyBooneCounty,10794,6.6,2036,1422,3983,2770,247,571,5237,5557,192,2966,384,9464,382,565,,681,8513,373,767,275,319,10133,89,27507.105799518253
Iowa,19,1901700,1700,WarrenCountyJasperCountyMarionCountyMadisonCounty,9388,8.4,3635,285,1869,2486,3836,912,594,3448,2148,292,451,8767,88,,,1551,6911,189,7569,73,218,9047,218,7380.624201107797
Iowa,19,1901800,1800,DesMoinesCountyMuscatineCountyLeeCountyHenryCountyLouisaCounty,13463,10.7,3075,1085,3946,3561,3418,1453,7218,6245,326,3632,146,11216,228,827,146,912,1385,2215,9831,1417,529,12940,158,141773.0223575726
Iowa,19,1901900,1900,ScottCounty,16005,11.1,3941,4957,1442,3212,5446,948,9271,6734,187,7536,1348,1851,3438,295,73,111,12351,1449,13374,1182,337,15931,74,118283.56138706654
Kansas,20,2000100,100,EllisCountyThomasCountyRussellCountyShermanCountyPhillipsCountyNortonCountyRooksCountySmithCountyOsborneCountyDecaturCountyTregoCountyCheyenneCountyGoveCountyLoganCountyRawlinsCountyGrahamCountySh,11554,14.4,1561,1228,1569,2200,396,2597,6899,4655,3469,3111,49,1755,34,145,13,1716,9881,1279,9192,183,194,11339,117,18379.556863423924
Kansas,20,2000200,200,SalineCountyCloudCountyMitchellCountyEllsworthCountyWashingtonCountyOttawaCountyRepublicCountyJewellCountyLincolnCounty,14107,16.9,1505,1656,1830,3607,5394,162,9387,4719,4474,57,1715,11471,652,188,8,125,11787,2848,8897,2362,413,13361,373,236263.06798043524
Kansas,20,2000400,400,LeavenworthCountyJeffersonCountyAtchisonCountyJacksonCountyBrownCountyNemahaCountyDoniphanCounty,16626,12.4,3321,1114,3560,3645,6488,1819,118,6447,3311,495,137,11918,183,14,1112,2847,1219,1339,12782,255,684,15936,684,25576.879586190305
Kansas,20,2000500,500,WyandotteCounty,31455,23.7,10024,7100,6350,6341,9278,2385,14829,16626,697,1537,9923,1629,7588,839,1891,259,24693,7572,23141,742,2411,27240,3902,74273.56859004927
Kansas,20,2000601,601,JohnsonCounty(part),16593,12.2,4694,1669,3175,5409,4784,1557,9352,7241,3668,5718,2771,1518,794,1219,1291,188,12135,1738,1222,2654,1436,14968,771,265407.36455131683
Kansas,20,2000602,602,JohnsonCounty(part),7997,9.0,557,706,1169,1960,2697,1465,598,2899,2579,2224,245,7493,12,,248,367,6138,33,6278,1416,263,7671,25,141678.50443916468
Kansas,20,2000603,603,JohnsonCounty(part),10037,7.6,1784,2049,1322,1671,3518,1476,5396,4641,454,4835,1272,6822,861,63,183,81,836,85,8662,525,1005,8744,690,52586.30068745641
Kansas,20,2000604,604,JohnsonCounty(part),7288,5.8,1152,532,1628,2205,2344,579,3946,3341,3368,2973,433,5654,539,662,,142,6359,199,4647,2442,99,6980,43,244263.76234906696
Kansas,20,2000700,700,DouglasCountyMiamiCounty,15417,11.8,4453,1406,5179,3066,3981,1785,842,6996,3521,3619,534,1765,1386,18,943,2182,1142,1384,1474,3559,408,14674,406,355909.56087435945
Kansas,20,2000800,800,ShawneeCounty,20637,13.5,5770,1559,4650,4870,764,2495,1161,937,5131,545,3422,14315,1712,195,316,2996,14321,3993,15744,91,869,19343,1100,9176.290158453265
Kansas,20,2000900,900,LyonCountyFranklinCountyOsageCountyMarionCountyCoffeyCountyGreenwoodCountyWabaunseeCountyChaseCounty,13235,13.9,4707,2037,2240,3146,4615,1197,6969,6266,44,7139,1519,1187,55,,751,1394,11194,1723,1684,828,804,12387,848,82812.72383830752
Kansas,20,2001000,1000,RenoCountyMcPhersonCountyRiceCounty,15257,18.0,4055,2519,2809,3086,528,1815,8694,6564,4676,7415,1396,12666,668,47,393,2321,12577,412,1219,126,546,14711,499,12607.98977518516
Kansas,20,2001100,1100,BartonCountySumnerCountyPrattCountyKingmanCountyPawneeCountyHarperCountyBarberCountyStaffordCountyRushCountyEdwardsCountyKiowaCountyComancheCounty,11935,14.7,2741,1163,3113,1578,4839,1241,6521,5414,4717,4284,578,9656,73,,913,256,9244,2371,873,834,233,11626,305,83407.314620863
Kansas,20,2001200,1200,FinneyCountyFordCountySewardCountyGrantCountyGrayCountyStevensCountyScottCountyMeadeCountyKearnyCountyHaskellCountyMortonCountyNessCountyHamiltonCountyWichitaCountyStantonCountyClarkCountyLaneCou,19057,15.0,3366,4269,3337,4477,538,1936,1796,8261,688,1173,8547,8867,26,965,422,2321,16987,6799,167,1651,2689,16040,2356,165100.87631841318
