StateName,StateFIPS,PumaState,PUMA,Counties Within PUMA,uninsured_total,uninsured_percent,Foodstamp,Age0_18,Age19_25,Age26_34,Age35_54,Age55_64,Male,Female,Married,ChildinFamily,Latino,WhiteNonLatino,BlackNonLatino,AsianNonLatino,Multiracial_or_Other,Disabled,FullTime_Worker_in_Family,LessThanHS,HSDiploma,CollegeGrad,NoEnglishAdults_in_House,EnglishSpeaking,Spanish,%_EducatedPersons
NewJersey,34,3400905,905,MiddlesexCounty(part),28829,19.5,1790,3781,5559,7023,9692,2774,16738,1291,8336,1171,1429,4878,347,5848,424,1274,1865,5763,19292,3775,11839,16288,8099,377566.91872767004
NewJersey,34,3401001,1001,SomersetCounty(part),9993,7.6,723,403,1338,2681,414,1557,5545,4449,4522,3245,3386,366,112,1796,49,369,878,1141,6774,278,1788,5956,2792,27867.78745121585
NewJersey,34,3401002,1002,SomersetCounty(part),11744,8.1,481,1962,948,2348,527,1459,5328,6415,3154,4615,2522,6212,1278,1533,198,543,6758,228,892,1623,3624,6797,3180,162307.59536784742
NewJersey,34,3401101,1101,MonmouthCounty(part),10798,12.3,1853,726,2054,1609,4349,26,6241,4557,2126,2314,1934,634,2265,2,136,567,8348,1762,6838,2198,1285,9467,1209,219863.3265419522
NewJersey,34,3401102,1102,MonmouthCounty(part),13407,9.4,972,1798,915,2282,5635,2778,7593,5814,4114,4482,2114,86,1122,1572,,1765,9818,3246,749,2671,1862,11291,1668,267105.586633848
NewJersey,34,3401103,1103,MonmouthCounty(part),10922,11.5,1253,1624,2210,2776,3559,753,6136,4786,379,4331,2724,4993,1612,58,184,1141,756,1538,7737,1647,2628,8127,1498,164770.83867423548
NewJersey,34,3401104,1104,MonmouthCounty(part),10019,9.2,113,858,994,2207,3848,2112,6154,3865,2252,2256,66,8484,366,51,,535,7417,95,6457,2613,318,9239,318,261364.44754965566
NewJersey,34,3401105,1105,MonmouthCounty(part),8250,8.6,289,601,1083,1785,3641,1139,4676,3573,2187,2233,128,6737,226,258,,553,6736,335,6648,1267,310,7772,340,126780.58181818183
NewJersey,34,3401201,1201,OceanCounty(part),15820,9.6,3039,1794,1661,2676,7463,2226,9219,661,4937,5267,629,14233,157,238,562,16,11298,2441,11787,1592,707,14853,299,159274.50695322378
NewJersey,34,3401202,1202,OceanCounty(part),12986,10.8,1764,2547,1373,2487,529,137,7893,593,3531,5328,443,8133,21,351,237,916,1241,2395,8378,2213,2092,10444,1898,221364.51563221932
NewJersey,34,3401203,1203,OceanCounty(part),13779,8.5,1936,1251,2315,3162,4849,222,6722,758,3378,3317,329,1313,196,192,,112,9223,3345,7833,261,1327,11574,1843,26156.847376442412
NewJersey,34,3401301,1301,EssexCounty(part),36404,28.4,8495,3446,6244,8369,14579,3766,2348,12924,7886,9526,1842,7439,8551,215,2157,3562,2264,12568,2775,361,10489,22676,10074,36107.62278870454
NewJersey,34,3401302,1302,EssexCounty(part),21262,19.9,8914,3059,4952,3770,652,3429,11582,968,2819,626,2163,243,1643,94,1513,1656,1358,3464,15628,217,2386,18579,991,21773.502022387358
NewJersey,34,3401401,1401,EssexCounty(part),12007,11.7,1206,1429,2564,2440,3495,278,5965,642,4354,369,5635,4819,513,284,756,16,9339,899,796,3147,1096,9934,1374,314706.6294661448
NewJersey,34,3401402,1402,EssexCounty(part),13965,14.8,3425,786,3392,2513,566,1667,5293,8672,1645,3579,1561,9,11825,,489,19,792,1849,1268,1848,1459,12166,884,184809.0798424633
NewJersey,34,3401403,1403,EssexCounty(part),7233,6.8,559,995,965,1202,2783,1287,3518,3714,166,267,331,5547,11,23,143,589,5542,216,414,2877,272,6611,171,287705.72376607213
NewJersey,34,3401404,1404,EssexCounty(part),18739,15.6,2411,2620,2419,3073,8589,238,1878,7861,64,6743,5237,2992,9558,623,33,1157,14232,4569,11515,2655,3826,12820,3557,265561.4493836384
NewJersey,34,3401501,1501,MorrisCounty(part),12425,11.5,1949,2089,901,2276,6118,142,7871,4554,423,4848,4466,6342,,865,753,863,9382,227,7652,2567,2674,9277,2620,256761.5855130785
NewJersey,34,3401502,1502,MorrisCounty(part),6883,6.1,672,1424,665,1217,2938,639,336,3847,1721,316,597,5277,281,151,577,34,659,258,3979,2646,165,6467,266,264657.80909487145
NewJersey,34,3401503,1503,MorrisCounty(part),6821,6.9,481,892,178,2353,2624,774,3588,3233,1915,224,922,3729,,2169,,554,5426,236,4931,1654,2455,4857,744,165472.29145286613
NewJersey,34,3401504,1504,MorrisCounty(part),5828,6.1,315,664,1391,1414,1796,563,356,2322,1748,2616,1849,3155,824,,,325,458,91,3969,957,1485,4198,1456,95768.10226492793
NewJersey,34,3401600,1600,SussexCounty,9762,7.6,541,1103,2036,1337,417,1269,656,377,2435,3256,966,828,27,178,131,372,7387,653,732,1789,264,9258,233,178907.49846342963
NewJersey,34,3401700,1700,WarrenCounty,6110,6.6,862,350,1458,1702,255,545,397,224,1596,148,665,4749,177,34,485,234,4751,898,4595,617,426,5489,504,61775.20458265139
NewJersey,34,3401800,1800,UnionCounty(part),21020,21.0,2787,3029,4544,4634,6935,1879,1591,1429,5718,7542,14282,2522,3516,,7,95,17437,5237,14293,149,8335,10628,8390,14967.997145575642
NewJersey,34,3401901,1901,UnionCounty(part),16875,12.7,341,2040,1543,2307,772,3283,853,8372,5829,4948,5581,5823,4596,754,12,1124,161,1469,12238,3168,2560,12322,2665,316872.5214814815
NewJersey,34,3401902,1902,UnionCounty(part),10149,9.2,383,1659,2233,1554,3953,75,564,459,1888,3132,125,6442,16,96,762,681,7456,452,77,269,513,9528,300,26900.758695437973
NewJersey,34,3401903,1903,UnionCounty(part),10959,10.7,1161,989,2897,1855,3869,1347,5372,5586,2421,2829,5651,1897,1786,921,73,326,8353,2874,621,1883,2122,8048,2349,188305.66657541748
NewJersey,34,3402001,2001,BurlingtonCounty(part),12094,10.6,1102,2044,1914,3033,343,1673,768,525,2864,4621,944,7677,2816,217,439,126,934,137,8463,226,1251,10525,512,22669.976848023813
NewJersey,34,3402002,2002,BurlingtonCounty(part),8157,6.4,1404,1882,681,1651,2488,1456,3567,459,1695,4226,287,5237,228,531,74,435,5191,13,5915,1212,1058,6774,790,121272.51440480568
NewJersey,34,3402003,2003,BurlingtonCounty(part),19104,13.5,3232,2979,3718,3805,6984,1617,1239,6795,3376,5666,2395,8963,5374,119,1352,1266,11297,284,1466,1693,825,17983,593,169307.67378559464
NewJersey,34,3402101,2101,CamdenCounty(part),20425,18.7,6549,1602,5298,4381,7273,187,119,8525,2865,3455,9447,2121,7783,657,329,114,1253,6115,1328,1282,4102,15319,4655,128206.50183598531
NewJersey,34,3402102,2102,CamdenCounty(part),11544,11.2,1494,565,2256,2737,4472,1514,5851,5692,325,242,693,793,1554,942,452,827,8142,1755,7496,2292,1201,10251,498,229264.93416493418
NewJersey,34,3402103,2103,CamdenCounty(part),13927,10.7,2411,1732,2546,3421,414,2213,7384,6543,3435,4945,1983,8492,2278,827,346,1777,9558,1643,1683,161,1618,12209,954,16112.084440295828
NewJersey,34,3402104,2104,CamdenCounty(part),8115,8.3,1295,1578,1101,929,2693,1815,525,2866,2672,3695,726,3929,1519,1352,589,726,614,498,4598,32,718,7084,234,3256.660505237215
NewJersey,34,3402201,2201,GloucesterCounty(part),9845,8.9,2458,526,2656,2401,2731,1531,721,2824,1918,1169,619,5981,2599,459,188,164,558,1954,6915,977,300,9373,361,97770.23869984764
NewJersey,34,3402202,2202,GloucesterCounty(part),21165,10.8,2224,2523,3486,4822,6927,348,11732,9433,4748,6817,22,13374,4913,646,32,25,14295,4372,14681,2112,1041,20036,1102,211269.36451689107
NewJersey,34,3402301,2301,MercerCounty(part),19544,11.2,3258,1401,3412,4898,887,1747,1597,8947,4122,385,666,4923,6986,823,77,22,12522,466,13847,1631,3374,15048,3847,163170.85038886615
NewJersey,34,3402302,2302,MercerCounty(part),8982,6.6,665,250,1434,1923,345,1969,5753,3229,2276,273,1921,399,1731,123,19,471,5895,1145,4864,2972,859,7306,566,297254.15274994436
NewJersey,34,3402400,2400,CumberlandCounty,27193,20.6,4941,2472,3800,7725,11372,1824,18535,8658,619,732,918,8445,8811,458,414,292,15489,6454,183,2439,3036,23280,3368,243900.67296730776
NewMexico,35,3500100,100,SanJuanCounty,33583,30.1,5451,5702,6869,6816,1518,3678,17418,16165,1588,15176,561,7131,554,65,425,2578,25676,546,26518,165,1024,30911,1375,16578.962570348092
NewMexico,35,3500200,200,RioArribaCountySanMiguelCountyTaosCountyMoraCountyGuadalupeCounty,21980,24.4,6857,2098,3864,4112,8924,2982,11923,158,5112,6673,1411,4328,299,293,235,2533,13965,5142,1661,777,859,20473,1387,77707.55686988171
NewMexico,35,3500300,300,CurryCountyLincolnCountyRooseveltCountyColfaxCountyQuayCountyUnionCountyDeBacaCountyHardingCounty,18929,18.8,5821,1525,3917,3547,7211,2729,11695,7234,5884,471,1286,6865,34,22,538,285,14493,5839,11335,1755,3368,15413,3238,175559.8816630567
NewMexico,35,3500400,400,SantaFeCountyLosAlamosCounty,24825,19.0,4869,2798,4516,3817,764,653,14569,1256,6844,6987,13711,8581,14,637,524,2395,18732,5672,1446,4693,2456,20524,4301,469305.8247734139
NewMexico,35,3500500,500,SandovalCountyValenciaCounty,33756,18.7,9116,4360,4996,6506,14281,3614,259,13247,9446,12734,1588,157,255,356,424,2388,2416,6541,24522,2694,5141,27845,4081,269472.6448631354
NewMexico,35,3500601,601,BernalilloCounty(part),13970,10.2,1961,1764,2444,3715,3822,2226,8181,5789,3999,4226,5949,5571,7,1159,494,431,19,2117,9648,225,1347,12482,298,22569.062276306373
NewMexico,35,3500602,602,BernalilloCounty(part),14654,16.5,2941,2348,3794,3157,424,1331,8232,6421,3262,524,8214,3514,89,461,324,891,1997,3213,1161,128,716,12649,1797,12807.922751467177
NewMexico,35,3500603,603,BernalilloCounty(part),22408,16.1,6012,1556,6430,5725,7756,941,1826,11582,418,7266,123,6678,123,111,962,1745,16887,3218,1781,1389,1213,20990,1215,138907.94805426634
NewMexico,35,3500604,604,BernalilloCounty(part),14668,17.7,3862,743,3192,3647,4262,2824,8593,675,335,1671,712,6166,,,387,166,9313,223,9565,379,501,14095,296,37965.209980910826
NewMexico,35,3500605,605,BernalilloCounty(part),31409,25.5,10677,5070,5686,6982,1316,3355,17571,13838,14,12222,25539,317,434,,183,181,22454,9588,19741,281,4581,23657,7634,28162.851412015665
NewMexico,35,3500700,700,McKinleyCountyCibolaCounty,33087,37.3,9046,5936,6854,5177,1622,4499,16691,16396,633,14526,446,219,44,,12,361,2728,6364,2564,1659,1105,30979,671,165907.74926708374
NewMexico,35,3500800,800,GrantCountyLunaCountySocorroCountyTorranceCountySierraCountyHidalgoCountyCatronCounty,20013,24.2,7934,1466,2890,4810,7219,3627,1195,818,6777,6685,9788,8951,,116,1,1741,14651,3855,15345,813,2591,17299,2028,81376.67516114526
NewMexico,35,3500900,900,DonaAnaCounty,34107,19.3,12182,4325,8831,6974,122,3775,18492,15615,9549,12635,27841,5361,37,223,128,1618,26244,875,22946,2456,3886,28209,5898,245667.27651215292
NewMexico,35,3501000,1000,OteroCountyChavesCounty,23868,22.2,6469,2854,4883,5146,8548,2437,1257,11298,7817,147,12328,9224,167,296,25,1924,214,521,16744,1922,1920,21594,1974,192270.1525054466
NewMexico,35,3501100,1100,LeaCountyEddyCounty,19037,18.6,4588,1930,2625,6402,6113,1967,1247,879,5586,696,1992,6741,118,,45,172,12992,6389,12241,47,1781,16355,2682,4764.301097862058
NewYork,36,3600100,100,StLawrenceCounty,12044,12.6,2133,1682,2633,1591,4678,146,7344,47,3776,3113,261,1521,166,51,115,1243,8277,3193,821,83,169,11820,40,8306.816672201925
NewYork,36,3600200,200,ClintonCountyFranklinCountyEssexCountyHamiltonCounty,21098,14.1,2136,1823,5003,4916,749,1946,14576,6522,4784,3965,297,11716,4691,117,177,1432,9157,5824,1465,129,1551,19358,1431,12906.943786140866
NewYork,36,3600300,300,WarrenCountyWashingtonCounty,10418,9.8,1460,1753,1926,1884,3577,1279,57,5411,2763,3542,39,9628,289,12,99,461,8379,1263,8147,18,402,10021,385,1878.2011902476484
NewYork,36,3600401,401,OneidaCounty(part),12813,10.5,2606,658,2668,2390,53,1797,7871,4942,3525,2937,71,12339,63,,33,1734,1418,1573,9182,258,58,12592,133,25871.661593693905
NewYork,36,3600402,402,OneidaCounty(part),9941,7.9,1550,354,2427,2605,3311,1245,6611,333,259,126,74,794,691,534,36,1194,7943,156,7345,19,397,9080,121,1973.885926969118
NewYork,36,3600500,500,JeffersonCountyLewisCounty,13172,10.3,2189,1265,3195,3461,3894,1357,6782,639,4231,4259,574,11112,119,3,53,1242,1181,199,9317,1946,169,12947,149,194670.73337382326
NewYork,36,3600600,600,OswegoCounty,9963,9.4,1177,990,1567,2169,3997,124,5659,434,263,2766,254,9527,49,133,,82,7877,1561,793,499,418,9545,285,49907.95944996487
NewYork,36,3600700,700,OnondagaCounty(part),17724,13.8,5202,2226,3604,5749,4722,1424,1977,6747,3612,5427,145,877,5742,152,548,887,12352,469,1716,2318,634,16643,256,231809.6817874069
NewYork,36,3600801,801,OnondagaCounty(part),6734,7.1,140,494,1068,1397,31,773,589,1644,166,1715,289,6186,57,,153,49,526,984,5399,351,146,6513,146,35180.17523017523
NewYork,36,3600804,804,OnondagaCounty(part),9222,10.7,1245,769,1208,2408,3565,1273,5925,3297,279,2314,253,8266,479,,157,1228,767,169,7131,482,512,8683,175,48277.325959661684
NewYork,36,3600901,901,MonroeCounty(part),9836,11.2,2175,1474,2607,2084,326,41,5614,4221,775,348,1243,2492,5731,25,164,122,522,296,7412,328,440,9218,203,32875.35583570557
NewYork,36,3600902,902,MonroeCounty(part),16031,15.4,4194,1687,4685,3561,4816,1282,1176,5855,2719,34,483,738,395,24,36,1763,13623,2799,9367,3866,1073,15000,740,386658.43054082716
NewYork,36,3601003,1003,MonroeCounty(part),9581,11.1,2979,2573,1465,1961,312,48,474,4841,1591,4599,1171,661,1759,5,,199,6997,2968,5954,659,502,9028,491,65962.14382632292
NewYork,36,3601100,1100,OntarioCounty,7905,8.6,1120,1553,1970,1495,265,822,5338,2568,1528,379,52,5948,292,989,174,627,6373,122,5643,124,1023,7086,34,12471.385199240987
NewYork,36,3601200,1200,LivingstonCountyWyomingCounty,10539,11.5,978,876,2116,2040,4476,131,7977,2562,2734,2698,843,7636,1762,47,252,131,6875,2762,7196,581,174,10303,162,58168.27972293387
NewYork,36,3601300,1300,GeneseeCountyOrleansCounty,11186,12.9,1125,1594,1320,2166,58,127,716,417,4137,3353,888,8716,776,224,51,146,868,1988,8487,711,261,10789,325,71175.87162524584
NewYork,36,3601401,1401,ErieCounty(part),19308,14.4,7272,2233,4252,5239,6543,141,11716,7592,2119,4733,663,7398,1221,172,829,222,14171,4592,1217,269,396,18947,108,26906.3030868034
NewYork,36,3601402,1402,ErieCounty(part),12294,12.6,4137,1467,1787,3769,374,1568,7277,517,1984,384,2892,7338,1797,51,216,731,9457,4151,725,1118,2928,8766,1428,111805.897185619
NewYork,36,3601501,1501,NiagaraCounty(part),8023,8.5,1575,922,810,2029,2494,1768,476,3317,1714,185,176,6411,485,596,97,673,5281,973,6669,381,26,7358,157,38183.12351988034
NewYork,36,3601604,1604,ErieCounty(part),10371,8.4,1923,1178,1951,2239,3869,1134,5536,4835,1582,3521,668,842,133,,331,1677,688,993,8683,695,159,10212,97,69583.72384533797
NewYork,36,3601605,1605,ErieCounty(part),9943,7.2,2241,2136,1247,2286,364,121,6251,3692,1432,3798,867,813,49,,161,1127,7188,1484,7166,1293,78,9865,78,129372.07080358041
NewYork,36,3601700,1700,TompkinsCountySenecaCounty,11147,9.3,1200,918,1866,2869,3728,1767,733,3817,3657,2232,646,8953,1354,,194,91,7388,1975,78,293,160,10908,35,29300.699739840315
NewYork,36,3601800,1800,ChenangoCountyCortlandCounty,10073,11.9,999,1887,1921,1914,3572,78,5339,4735,2592,3955,324,9234,181,132,22,43,7817,1231,7396,1447,199,9857,176,144773.4240047652
NewYork,36,3601900,1900,OtsegoCountyDelawareCountySchoharieCounty,12590,10.8,1452,1155,2319,2200,4464,2451,8126,4464,292,2892,575,11149,363,386,117,1248,8994,188,9376,147,182,12378,37,14774.47180301827
NewYork,36,3602000,2000,FultonCountyMontgomeryCounty,10964,12.5,2153,1719,2431,2613,3562,639,5867,597,2891,3372,1222,8549,794,,3,476,7567,3919,6647,397,940,10108,156,39760.62568405691
NewYork,36,3602100,2100,SchenectadyCounty,13099,10.0,2459,1672,2236,2872,5147,1172,8772,4327,2775,2815,161,8871,1389,214,115,511,1752,2935,7737,2427,602,12435,577,242759.065577525
NewYork,36,3602201,2201,SaratogaCounty(part),6927,6.8,1218,976,1051,1228,3141,531,444,2883,199,2382,24,6692,211,,,489,5427,474,4937,1516,24,6903,24,151671.27183484912
NewYork,36,3602202,2202,SaratogaCounty(part),6469,7.3,304,610,1183,1799,2476,4,4185,2284,26,179,212,5956,174,127,,424,625,155,4296,217,129,6340,2,21766.40902767043
NewYork,36,3602500,2500,ColumbiaCountyGreeneCounty,8669,9.6,1481,968,1455,1692,3161,1393,512,3549,1685,1858,595,7668,183,19,114,633,5847,1835,546,1428,268,8599,70,142806.29830430268
NewYork,36,3602900,2900,CattaraugusCountyAlleganyCounty,15224,14.1,2347,3372,2526,3372,4938,117,9166,659,5126,735,59,13864,187,31,257,11,1196,3216,1651,1357,146,14990,28,135710.84471886494
NewYork,36,3603000,3000,ChautauquaCounty,13093,11.8,2119,3169,2720,1469,4656,179,857,4586,2882,523,1156,11145,459,144,189,97,9689,5585,719,489,672,11787,340,48905.49148399908
NewYork,36,3603101,3101,UlsterCounty(part),12873,14.9,2393,1471,1839,3089,5369,115,8787,486,2668,3616,2857,6838,1973,371,834,1313,8365,2938,8852,184,1134,11703,789,18468.764079857065
NewYork,36,3603102,3102,UlsterCounty(part),15338,11.5,1924,955,2688,3632,663,1461,871,7267,4557,277,169,11921,1654,342,352,1354,11373,2532,1776,23,725,14693,411,2311.579084626418
NewYork,36,3603201,3201,DutchessCounty(part),11260,10.6,864,1307,1119,2158,553,1173,678,5183,3586,3285,242,7437,727,993,,1472,9652,2477,6698,286,1063,9793,1138,28659.48490230906
NewYork,36,3603202,3202,DutchessCounty(part),17362,11.7,1219,2088,2672,3429,7252,192,1256,716,556,5689,2842,842,5229,677,141,1771,13414,2924,11631,287,1864,14942,877,28766.99113005414
NewYork,36,3603301,3301,OrangeCounty(part),12555,12.0,1128,2127,2178,3767,3895,588,6733,5822,3773,4932,629,4167,178,324,256,111,9185,2841,7557,2157,2370,10149,1988,215760.19115890085
NewYork,36,3603302,3302,OrangeCounty(part),12171,11.4,578,724,2087,2254,652,153,7936,4235,4629,341,2711,6127,236,771,22,1819,9692,3217,6829,2125,1284,9436,1709,212556.1087831731
NewYork,36,3603303,3303,OrangeCounty(part),9601,8.4,510,1048,1299,2552,3841,861,5865,3736,2663,2931,2389,6244,337,5,58,146,7579,1487,68,216,1482,8210,1267,21600.708259556297
NewYork,36,3603400,3400,WestchesterCounty(part),20153,12.3,4235,2079,4762,5615,5988,171,1798,9356,4315,5481,1568,5555,3122,98,,819,15454,3891,1132,496,3223,14857,4503,49605.61702972262
NewYork,36,3603501,3501,WestchesterCounty(part),10693,9.2,47,868,1809,1550,444,225,616,4532,4188,3485,2367,6269,1384,672,,692,7677,2152,5297,3244,930,9324,1227,324449.5370803329
NewYork,36,3603502,3502,WestchesterCounty(part),14183,12.1,1788,426,1879,4033,6573,1272,9812,4371,662,2794,6498,3738,321,53,244,883,8422,618,5763,2312,3090,9439,4435,231240.63315236548
NewYork,36,3603503,3503,WestchesterCounty(part),12067,8.9,619,817,1430,3323,4848,1649,6332,5735,599,3326,5875,3311,282,386,354,512,9414,232,6387,3378,2018,8793,3015,337852.9294770863
NewYork,36,3603504,3504,WestchesterCounty(part),13594,14.1,359,2630,1901,2091,5668,134,8348,5246,47,568,835,4737,469,266,86,469,11631,365,6625,394,3597,7798,5075,39448.734735912905
NewYork,36,3603505,3505,WestchesterCounty(part),13992,8.9,2621,1108,3337,2974,4583,199,759,642,422,4888,4498,413,4788,13,395,635,1516,3653,7484,2855,2583,9793,2638,285553.4877072613
NewYork,36,3603506,3506,WestchesterCounty(part),10581,11.7,813,337,1602,2586,4981,176,5579,52,3559,3749,345,658,267,154,536,121,761,114,7156,2321,1411,8244,1293,232167.63065872793
NewYork,36,3603601,3601,RocklandCounty(part),5624,5.2,391,227,1586,971,2214,626,2979,2646,158,117,513,439,839,233,,523,3938,349,3177,298,262,4521,347,29856.490042674257
NewYork,36,3603602,3602,RocklandCounty(part),18765,11.9,1710,4102,4022,4142,5361,1138,149,8716,4868,864,814,5964,4691,96,,485,13822,3912,184,449,3938,12546,4697,44900.980548894215
NewYork,36,3603701,3701,BronxCounty(part),9495,11.2,1092,1159,1818,2026,3649,844,5584,3911,2746,2537,4863,3136,177,116,33,511,725,191,6245,216,1350,7089,1856,21665.771458662453
NewYork,36,3603702,3702,BronxCounty(part),16840,13.2,3607,2386,2561,2851,6824,2219,956,7783,4115,5656,123,1465,13446,27,428,16,12794,2361,172,3776,202,16633,204,377601.0213776722
NewYork,36,3603703,3703,BronxCounty(part),9768,9.7,2019,1334,1914,3453,2159,98,454,5228,1458,2716,547,318,1513,19,172,727,7518,183,4639,3327,1272,9054,649,332747.49180999177
NewYork,36,3603704,3704,BronxCounty(part),13484,13.2,1760,1094,2610,2896,5399,1486,7594,5889,3979,3792,6137,2197,33,1622,498,98,9183,357,7233,2681,1773,9288,1973,268153.64135271433
NewYork,36,3603705,3705,BronxCounty(part),26444,17.1,10374,4274,7457,4305,7768,264,1269,13754,5459,9289,17512,433,8163,98,237,157,1854,7162,18327,954,4892,19447,6094,95469.30494630162
NewYork,36,3603706,3706,BronxCounty(part),15869,15.5,5576,1037,3681,3982,634,866,961,6259,3997,4635,191,833,2911,192,132,624,12224,3312,1552,25,4673,10177,4983,2509.7800743588127
NewYork,36,3603707,3707,BronxCounty(part),17612,15.0,7703,1055,3507,4637,6393,221,1513,799,561,4854,1956,54,5681,383,52,666,13666,4893,9725,2994,5568,9597,6768,299455.2180331592
NewYork,36,3603708,3708,BronxCounty(part),18255,14.8,7494,2553,4344,3531,6541,1286,11737,6517,4324,764,1233,52,5845,142,183,141,1314,5939,11197,1119,5754,11215,6106,111961.33662010409
NewYork,36,3603709,3709,BronxCounty(part),23275,14.8,8571,1916,5600,6101,7839,182,1449,8785,518,6666,15642,38,4267,137,1863,559,1569,755,1326,314,6285,15310,7080,31405.697099892586
NewYork,36,3603710,3710,BronxCounty(part),21722,16.3,6770,2032,5276,4901,7969,1544,15195,6527,29,5111,1438,861,6335,37,11,1675,13592,11865,8356,151,9288,11601,9729,15138.46791271522
NewYork,36,3603801,3801,NewYorkCounty(part),26997,15.3,13428,2342,5431,7720,9174,233,16466,1531,6322,6312,21417,2434,245,599,51,13,21317,8689,1515,7792,8117,15197,11335,779205.6117346372
NewYork,36,3603802,3802,NewYorkCounty(part),19913,16.6,3126,2837,1670,9275,5127,14,988,115,3832,5152,869,2563,4923,2373,1445,499,1316,2172,9945,7797,2123,16473,2514,779749.9422487821
NewYork,36,3603803,3803,NewYorkCounty(part),14821,13.8,4540,851,4752,3490,4926,82,942,5419,494,3112,4492,1462,818,523,134,825,1627,3676,8281,2864,2195,11281,2381,286455.87342284597
NewYork,36,3603804,3804,NewYorkCounty(part),17362,16.4,3037,2071,4195,4394,57,1633,165,6757,338,4944,9476,1466,4331,1837,252,48,1329,3517,11218,2627,3372,12923,3626,262764.61237184657
NewYork,36,3603805,3805,NewYorkCounty(part),9534,5.7,104,589,462,4706,254,1272,4363,517,873,1213,1959,6499,486,44,15,255,6394,67,3141,6326,860,8769,330,632632.945248584
NewYork,36,3603806,3806,NewYorkCounty(part),11805,7.4,891,383,1233,5870,2823,1497,5626,618,172,64,1979,7263,1643,98,13,289,947,126,2916,7683,321,10709,1096,768324.7013977128
NewYork,36,3603807,3807,NewYorkCounty(part),14321,11.5,1151,585,1415,4098,5197,327,659,7812,2455,2235,3738,815,473,1923,128,134,114,795,7168,6358,802,12814,793,635850.0523706445
NewYork,36,3603808,3808,NewYorkCounty(part),9413,7.6,150,309,3245,2577,272,562,537,443,1544,465,622,5293,9,2259,123,47,4631,389,4175,4849,325,8866,206,484944.3535535961
NewYork,36,3603809,3809,NewYorkCounty(part),16731,11.8,3080,1113,1976,1598,9326,2718,793,881,6172,3382,2947,379,128,916,531,945,12743,547,6272,5412,5430,8581,960,541237.4872990258
NewYork,36,3603901,3901,RichmondCounty(part),8913,6.0,888,646,1798,3222,2415,833,543,3869,1882,2273,181,6522,26,147,237,887,5993,45,626,223,122,8562,5,22307.023448894874
NewYork,36,3603902,3902,RichmondCounty(part),7997,7.8,902,494,2205,1234,2454,161,4689,338,3418,2449,168,635,8,275,,152,5221,696,5827,1474,2288,4756,719,147472.8648243091
NewYork,36,3603903,3903,RichmondCounty(part),12184,8.0,4039,697,3005,3019,4561,92,785,599,4772,3532,444,3537,2446,183,354,311,8292,27,7821,1664,970,10168,1657,166464.19074195667
NewYork,36,3604001,4001,KingsCounty(part),19422,14.7,3676,271,3636,6890,78,1546,111,9321,5563,2358,5953,1163,946,437,261,824,15641,2571,9372,748,2958,15328,2941,74848.25455668829
NewYork,36,3604002,4002,KingsCounty(part),26463,22.1,8979,1752,3958,9667,8719,2366,15172,1129,7918,579,1645,4331,419,1214,278,1832,19635,8697,1247,536,9966,15340,10387,53604.71223973094
NewYork,36,3604003,4003,KingsCounty(part),16134,13.6,3737,2600,3506,4138,472,117,9275,6859,291,574,1864,2581,1152,218,42,742,9941,4366,8299,3469,737,14757,448,346951.4379571092
NewYork,36,3604004,4004,KingsCounty(part),12252,11.8,4596,935,3103,3036,4655,525,711,5142,1261,2481,4519,318,382,823,,89,8329,293,5833,3516,1219,10810,1214,351647.6085537055
NewYork,36,3604005,4005,KingsCounty(part),11181,11.1,279,833,1477,3871,3545,1455,7164,417,2868,2172,334,649,387,92,369,333,9365,948,3241,6992,1167,9766,535,699228.9866738217
NewYork,36,3604006,4006,KingsCounty(part),16789,15.1,2603,1093,2752,5327,5517,21,156,6733,4217,3263,1884,2868,1134,54,193,1161,1886,449,864,4135,1396,15142,1114,413505.1462266961
NewYork,36,3604007,4007,KingsCounty(part),17012,14.9,6207,2455,4347,4647,4234,1328,8484,8528,277,622,3812,159,1341,,,158,9811,3839,12734,438,1899,15634,1093,43874.853044909476
NewYork,36,3604008,4008,KingsCounty(part),14925,11.6,3791,2222,4062,2189,4467,1984,816,6765,3889,49,5756,773,7823,498,74,94,8487,2713,1756,1457,1966,12176,2277,145711.76549413736
NewYork,36,3604009,4009,KingsCounty(part),15423,8.6,2794,1318,4056,3884,3972,2192,8983,644,3343,368,214,1386,1743,857,332,388,9558,1751,1189,1781,1747,12962,947,178107.70926538287
NewYork,36,3604010,4010,KingsCounty(part),17027,15.3,2645,1869,3800,2826,6441,291,8173,8854,2568,4383,11,474,14738,194,613,28,1218,3226,1545,3256,583,16015,130,325609.0738239267
NewYork,36,3604011,4011,KingsCounty(part),13029,13.3,2762,585,3307,3888,3352,1897,7448,5581,1765,2593,87,694,1935,38,285,346,8749,1841,8889,2299,995,11220,398,229968.2247294497
NewYork,36,3604012,4012,KingsCounty(part),24562,18.8,5951,1722,4954,6887,9128,1872,16368,8194,8693,8367,13147,3541,795,6911,168,726,1952,1563,9878,4121,11014,10657,6903,412140.2165947398
NewYork,36,3604013,4013,KingsCounty(part),10707,9.5,1486,627,2036,1667,5154,1223,6239,4467,3138,2635,2122,4231,29,3855,,522,845,1947,5318,3441,2632,6854,596,344149.6684412067
